word,count,score
جریده,230,22145
جریمه,5358,23541
جزیره,62946,19974
جسارت,1550,24842
جسامت,15,23539
جستار,587,24842
جستجو,20538,12450
جلالت,66,18400
جلباب,6,17686
جماعت,8243,22024
جمعاً,4755,17830
جمعیت,522140,18784
جملگی,577,17503
جمهور,12024,20865
جنازه,6589,22000
جنایت,7100,27512
جنجال,3231,19395
جنگجو,2160,11974
جوارح,104,22947
جوانب,1746,24122
جوانی,25027,27361
جواهر,3029,25724
جولان,1014,23511
جولاه,18,22190
جوهره,286,15692
جویدن,1010,21106
جهانی,154772,27186
جهیدن,80,20931
جیحون,1580,18493
جیران,806,29721
چابکی,1145,22610
چاپار,153,17860
چاپچی,10,18176
چاپگر,1152,19297
چاچول,2,17544
چاخان,49,17326
چادری,857,27531
چارپا,79,17860
چارتر,329,21229
چارسو,58,23986
چارقد,216,22146
چاروا,2,21078
چاشنی,1179,24598
چاکری,48,25533
چالاک,382,15207
چاووش,480,16660
چپاول,1577,18442
چخماق,201,18644
چرایی,2000,23754
چرتکه,432,16917
چرخاب,173,22093
چرخان,1234,23802
چرخشی,4128,17358
چرکین,119,20763
چرمین,51,24157
چرنده,11,19910
چریدن,164,22761
چریکی,4677,15501
چشایی,534,19336
چشیدن,175,18343
چغاله,14,17817
چغانه,3,20137
چکامه,193,21379
چکاوک,141,16381
چکیدن,82,18064
چکیده,983,16743
چگالی,10956,21657
چگونه,26665,15210
چلتوک,1,13558
چلچله,112,7337
چلنگر,14,16571
چلیپا,660,21118
چمانه,10,24862
چمانی,16,27713
چمدان,991,24698
چمیدن,1,21458
چنبره,217,19686
چندان,24821,19525
چندین,145447,16285
چنگار,19,23661
چنگال,1934,20127
چوبین,1020,20177
چوپان,1690,20762
چوگان,1113,21301
چهچهه,46,4395
چیرگی,4773,15159
چیستی,865,14421
چیلان,6,25482
حاجات,156,16622
حادثه,34335,19110
حاشیه,19402,23987
حاصله,2983,18722
حاضری,248,24793
حافظه,35569,16847
حالات,8234,18405
حالیا,138,20930
حالیه,131,24871
حامله,1332,23252
حباله,77,21632
حبسیه,11,18358
حتمیت,47,17396
حجابت,63,20175
حجاری,1910,25623
حجامت,814,21795
حجرات,222,23098
حداثت,1,19436
حدادی,200,21765
حداقل,59148,19322
حدایق,30,23172
حدیده,134,15674
حدیقه,264,17081
حذاقت,42,17138
حرارت,21538,21939
حراست,2283,24847
حرامی,56,29637
حرکات,20008,23718
حرمان,86,28107
حرمله,6,19696
حروفی,972,20083
حریری,614,14432
حسابی,2926,24449
حسادت,3414,22148
حسنات,61,23633
حصانت,2,21368
حصولی,24,15657
حضانت,986,21054
حفاری,7160,25999
حفاظت,36409,17173
حقارت,699,23346
حقانی,484,24657
حقایق,5792,19395
حق‌جو,10,9640
حقیقت,42199,13630
حقیقی,16167,9363
حکاکی,2682,19767
حکایت,9999,24034
حکمیت,2765,19175
حکومت,222388,16499
حلاجی,174,22089
حلاوت,63,22521
حلزون,821,15090
حلقوم,120,14802
حلولی,16,15014
حلیله,4,14839
حماسه,2950,23218
حماسی,6681,26069
حماقت,678,22043
حمالی,16,26103
حمامه,28,20310
حمامی,448,23161
حمایت,139036,27428
حمایل,334,26103
حمدان,254,25408
حمیده,865,20847
حنانه,118,20399
حنجره,795,18002
حوادث,21661,19285
حواری,1063,28580
حواشی,3396,24162
حواله,617,22195
حوالی,27216,25046
حوروش,8,13814
حوزوی,4578,13678
حوصله,677,12806
حوضچه,1571,10004
حیاتی,11184,22255
حیثیت,1542,12419
حیران,976,29726
حیوان,10344,27366
خاتمه,14605,24991
خاتون,5805,25255
خاخام,763,16783
خادمه,26,24501
خارجه,39977,23186
خارجی,97464,26037
خاستن,52,24047
خاشاک,335,15447
خاصره,469,22670
خاصگی,102,20482
خاصیت,15241,23312
خاطره,3525,22728
خاموش,10708,22957
خانگی,25318,25101
خاوند,41,24765
خباثت,89,19626
خبازی,11,23561
خبرکش,1,15444
خبرگی,176,19836
ختلان,170,24081
خجالت,820,19978
خجسته,340,13853
خدایی,7115,22179
خدمات,69795,24827
خدیعت,11,17807
خدیور,8,22739
خذلان,27,20082
خرابه,823,25580
خرابی,4854,28431
خراطی,179,25579
خرافه,626,23562
خرافی,581,26413
خرامش,16,25317
خرپول,49,16010
خرجین,5,21267
خرچنگ,1092,15207
خرخره,53,11995
خردلی,22,21565
خرسند,776,20001
خرطوم,289,18044
خرفتی,4,20648
خرکچی,3,17079
خرگاه,90,23464
خرگوش,1842,15665
خرناس,29,26256
خروار,287,22202
خروجی,28670,20121
خریدن,1312,23885
خریطه,10,19488
خریفی,14,16381
خزانه,6500,22419
خزاین,542,25270
خزیدن,240,19015
خزینه,706,19179
خسارت,10070,25261
خستگی,5519,16982
خسران,100,26256
خشخاش,691,13668
خش‌خش,13,5430
خشنود,1799,16791
خشونت,27220,17281
خصایل,154,21987
خصوصی,45406,13129
خصومت,2916,15777
خطابه,1129,19805
خطایا,15,19103
خفایا,2,19937
خفقان,705,19814
خلاصه,15535,19136
خلاصی,685,21987
خلاعت,12,20212
خلافت,31702,20354
خلایق,225,22751
خلبان,13770,23367
خلجان,26,20973
خلوتی,218,19695
خلیدن,6,20351
خلیفه,32852,16788
خماری,131,30051
خموشی,70,19717
خمیده,2085,21261
خمیره,178,23960
خندان,822,20649
خنزیر,5,21714
خواجه,14222,20826
خوارق,88,23609
خواری,1341,28994
خوازه,3,21273
خواست,44000,22901
خوانا,719,20988
خوانش,1642,23046
خواهر,28075,26143
خواهش,1824,21725
خودرو,48508,15947
خودسر,436,18855
خوراک,7820,23981
خوردن,19348,21209
خورند,199,21209
خوشاب,194,21337
خوناب,14,24541
خونین,5126,17748
خویشی,282,14544
خیاطی,1020,19103
خیالی,8304,21344
خیانت,12137,27931
خیرگی,105,16283
خیزاب,11,23561
خیشوم,2,19717
داخلی,101943,25121
دادار,77,20285
داداش,202,15867
دادرس,387,23193
دادگر,321,21722
دادور,175,24401
داعیه,515,25935
داغان,54,19519
دالان,2296,22013
دامان,1146,24244
دامنه,25500,28185
داوری,11035,31193
داهیه,8,24542
دایره,13737,31018
دبدبه,22,11271
دبیری,2818,20598
دخالت,25709,22596
دختری,14452,22890
درآمد,61677,15976
درازا,4787,21891
درازی,1921,28683
دراست,43,27460
درایت,856,31344
درباب,950,23838
دربار,45354,23838
دربان,317,29100
دربدر,23,13806
دربند,3742,19068
درجات,6331,25711
درخشش,4843,13889
درخفا,17,23398
درخور,2155,15947
دردسر,2142,13161
درستی,18311,24220
درشتی,491,23370
درشکه,468,18031
درضمن,312,21017
درگاه,7848,25663
درگرو,10,15806
درگیر,37935,18482
درمان,76632,30720
درنده,588,19456
درونی,19704,26423
درویش,3992,23219
دریچه,4038,21440
دریدن,168,22307
دریده,134,20986
دریغا,117,27525
دزدکی,128,13954
دژبان,298,22730
دژخیم,68,17426
دستار,325,27460
دستان,5258,26246
دستخط,827,13231
دسترس,39813,17428
دستور,118193,21544
دسیسه,1223,17418
دشمنی,10630,23062
دشنام,1158,26302
دشوار,20695,26459
دغدغه,2005,8166
دفینه,98,21307
دقیقه,51401,15917
دکتری,13345,23091
دلالت,6122,21018
دلاور,1945,27343
دلایل,41424,23543
دلبری,147,23540
دلتنگ,348,17685
دلچسب,313,13634
دلخور,183,18889
دلدار,222,23227
دلربا,196,26780
دلزده,190,12266
دلسرد,1080,16103
دلسوز,614,15349
دلشاد,168,18809
دلگرم,312,19805
دلگشا,244,20246
دلگیر,332,21424
دلهره,835,17136
دلیری,524,19987
دمادم,10,18982
دمبدم,33,12503
دمخور,42,21120
دمساز,63,23496
دمیدن,688,21004
دنبال,109244,25566
دندان,8477,19071
دنیوی,2582,19947
دوبین,25,23500
دودکش,831,11730
دودلی,294,17627
دوران,257948,29663
دورگه,1226,19747
دورنگ,107,21068
دوستی,17182,21860
دوسیه,26,21534
دوشین,36,22005
دوقلو,1873,12242
دویدن,2067,19947
دهانه,11883,23012
دهخدا,3558,19328
دهقان,1821,24419
دهکده,6043,9497
دهلیز,1622,19058
دیانت,2429,30130
دیپلم,6561,19582
دیدار,54858,27077
دیرپا,254,27975
دیرین,2489,22307
دیکته,797,20556
دیلاق,29,24950
دینار,3575,32339
دینام,149,31036
دیوار,31228,31193
دیوان,28779,29979
دیهیم,579,19683
ذائقه,487,15718
ذاتاً,2438,14640
ذایقه,17,22440
ذخیره,41055,19055
ذرایع,33,24961
ذکاوت,902,20462
ذی‌حق,30,11425
رابطه,95705,24703
راپرت,26,21673
راحتی,24458,28731
راستا,7200,23683
راسته,4542,27624
راستی,4880,30475
راقیه,25,28648
راندن,4508,25547
رانده,7914,29488
راهبر,427,24002
راهرو,2198,24565
راهزن,307,27317
رایحه,396,28405
رایزن,922,30168
رباعی,2536,28246
ربانی,1584,32115
ربایش,508,28911
ربودن,2214,23184
رجحان,365,24093
رختشو,1,18495
رخداد,7428,21863
رخسار,93,20994
رخشان,200,25406
ردائت,1,24622
ردشدن,765,17573
رذالت,19,23985
رذیلت,54,20745
رسالت,4566,26625
رساله,12741,26299
رسانا,2427,24678
رسایی,453,26208
رستنی,46,25705
رسماً,28000,24662
رسیدن,73031,25215
رسیده,126051,23894
رشادت,884,26610
رشکین,24,22367
رضایت,15794,27896
رضوان,785,26215
رطوبت,8916,19113
رعایت,21344,28960
رفاقت,449,23717
رفتار,59450,22310
رفتگر,122,13715
رفتنی,141,24332
رفوزه,10,17674
رفیقه,66,20151
رقابت,50974,25735
رقاصی,122,25350
رک‌گو,9,15602
رمالی,5,31415
رمنده,6,24629
رمیدن,26,27480
رمیده,139,26159
رنجبر,391,16450
رنجور,351,17013
رنگرز,134,14781
رنگین,3771,19967
روانه,10756,29827
روانی,21424,32678
روایت,55752,31683
روایی,4296,27416
روبان,574,29439
روبرو,35823,14145
روبند,75,23184
روزنه,1272,21401
روسپی,813,21190
روستا,245001,27799
روسری,1637,20292
روشنی,8450,24704
رونده,1126,23572
رهایش,625,29299
رهایی,10861,27241
رهبری,95115,20762
رهگذر,1229,12122
رهنما,569,30884
رهیدن,11,26248
رهینه,2,22471
ریاست,147608,30475
ریاضت,1255,27896
زاپاس,212,15444
زانیه,2,27633
زاویه,14739,26487
زباله,3361,22074
زبانه,2153,24394
زبانی,24930,27245
زبرین,435,23689
زبونی,46,21329
زدایش,209,24265
زدودن,1726,14761
زدوده,852,13440
زربفت,216,17437
زراعت,4429,23774
زرداب,12,25444
زردشت,1057,18184
زرنگی,186,21573
زعامت,807,22471
زلزله,45678,8489
زمانه,3206,26014
زمختی,122,19416
زمزمه,1138,10720
زمینه,118305,22774
زمینی,35465,18833
زنبیل,195,20155
زنجیر,4842,21295
زندان,62663,20677
زندقه,166,15993
زندگی,290810,18874
زندیق,234,18844
زنگار,59,24813
زننده,1476,14586
زنهار,70,27317
زوبین,209,21329
زودرس,2729,18883
زورکی,18,20769
زورگو,183,13635
زهدان,164,24618
زهراب,9,25608
زهوار,21,26171
زیادت,191,26474
زیادی,240228,22207
زیارت,12279,29173
زیرکی,1211,16653
زیرین,7301,20136
ژرفنا,2,23411
ژنتیک,4827,18206
ژنرال,20706,24818
سئانس,4,18272
ساباط,161,17194
سابقه,29032,21841
ساچمه,707,22508
ساحره,269,24521
ساحری,43,27372
ساختن,34523,24047
ساخته,307217,22726
ساخلو,48,21576
سادات,9077,20984
سادگی,15036,24946
ساروق,103,24939
ساززن,2,19808
سازور,8,25138
ساطور,119,24233
ساغری,80,26656
سالار,3722,22358
سالکی,64,24453
سالوس,161,19998
سامان,8052,23375
سامعه,19,23447
سانحه,5025,23307
ساویز,14,25454
سبابه,167,20434
سباعی,9,24678
سبحات,3,21924
سبحان,535,22919
سبعیت,129,18913
سبیلو,17,20311
سپاهی,9012,24571
سپردن,2840,19321
سپرده,29698,18000
سپهبد,3204,15077
سپیده,1646,18316
سپیدی,202,14375
ستاره,28801,27624
ستایش,15687,26057
ستبرا,41,27236
ستبری,45,23996
ستردن,20,22690
سترده,35,21369
سترون,345,23029
ستمگر,762,20261
ستوان,2492,26585
ستودن,303,20330
ستوده,2196,19009
ستیزه,624,19514
سجاده,158,21817
سجایا,14,20891
سخافت,3,20320
سخاوت,651,22901
سخریه,36,21695
سخنور,587,20340
سدانت,24,26246
سدشکن,4,15784
سرآمد,2405,18884
سراپا,272,20314
سراچه,6,23811
سرادق,2,24600
سراسر,81325,19416
سرایت,2539,30475
سرایر,3,26208
سرایش,2430,28266
سرایه,8,30149
سربار,1505,22969
سرباز,24121,24575
سرپوش,1252,16456
سرتیپ,4330,21341
سرجمع,273,17109
سرحال,210,23522
سرخاب,490,24547
سرخود,178,18855
سرخوش,385,17136
سرخیل,29,20696
سرداب,1197,26746
سردار,16033,23193
سردرد,1890,13161
سرزده,271,18708
سرزنش,5005,18310
سرسام,202,24589
سرسبد,94,16714
سرسبز,4884,14543
سرسخت,4707,15229
سرسرا,128,19416
سرسری,155,16176
سرشار,6475,21474
سرشته,169,19650
سرشیر,101,18234
سرطان,18510,25379
سرفصل,440,14504
سرکشی,1953,20013
سرکوب,41219,18832
سرگرد,2334,14598
سرگرم,4268,15994
سرگیس,15,17613
سرگین,224,22875
سرمدی,281,25126
سرمست,317,18824
سرمشق,941,18022
سرنام,289,29851
سروال,4,26474
سروان,2160,28794
سروپا,5,24430
سرودن,4991,22539
سروری,1558,20292
سروقت,50,19174
سروقد,9,18684
سرویس,28253,20292
سریال,65197,29150
سریان,57,31470
سریدن,12,25215
سریرت,8,20443
سعادت,4500,22377
سعایت,373,25392
سفارت,23400,25218
سفارش,15375,23009
سفاهت,28,22683
سفاین,43,26529
سفسطه,134,9085
سفلیس,248,14177
سفیده,204,18953
سفینه,2908,20438
سقایت,168,25406
سقایه,3,25080
سقیفه,359,16583
سکرتر,96,15430
سکسکه,118,8628
سکنات,41,24248
سکونت,28012,18332
سکینه,1583,20682
سگالش,26,19377
سلاخی,406,24252
سلاست,57,20149
سلاسل,83,15882
سلاله,351,19823
سلامت,21932,25322
سلایق,499,24081
سلسال,4,15882
سلسله,34657,9791
سلطان,54547,21845
سلطنت,55531,16080
سلندر,28,21365
سلیطه,14,17284
سلیقه,2726,17990
سلیله,14,16583
سماجت,329,23539
سماحت,13,23544
سماعی,191,26298
سمانه,214,27316
سماوی,1167,29021
سمپات,49,23278
سمسار,56,24589
سنبله,695,18606
سنجاق,873,20768
سنخیت,422,20807
سندیت,364,23006
سنسور,3106,18762
سنکوپ,114,14963
سنگین,30141,16399
سنوات,557,26585
سوئیچ,2158,14340
سوابق,7114,22016
سواحل,21281,21162
سواری,5137,30324
سوانح,1547,23482
سوختن,3513,18131
سوخته,4724,16810
سودجو,425,11960
سوراخ,11558,25110
سورچی,59,20746
سورنا,846,28794
سوزان,3299,23924
سوسول,13,9966
سوغات,965,21771
سوگلی,312,18195
سوگند,8223,17500
سویدا,15,27625
سهمیه,4907,18814
سهولت,5465,18174
سه‌یک,18,17214
سیئات,18,24069
سیاحت,816,25163
سیادت,705,27776
سیاره,13766,30149
سیاست,67808,23999
سیاسی,212012,19732
سیاهه,444,23673
سیاهی,2034,23673
سیراب,1078,29761
سیرنگ,4,22875
سیستم,171138,19140
سیطره,2679,20818
سیلاب,1718,26227
سیلان,890,27936
سیماب,13,28458
سیمان,6152,30167
سیمرغ,2789,21797
سیمین,2596,20135
سینما,35359,30167
سیویل,86,16758
شاپور,15769,23580
شاخصه,452,18252
شاداب,371,19420
شادان,107,21129
شاگرد,11095,23780
شانسی,1424,27052
شاهرگ,122,23944
شاهین,8903,28085
شایان,4665,24144
شایبه,43,26376
شایست,67,26057
شایعه,3987,24216
شبانه,10892,24846
شباهت,22131,23851
شبکور,162,17982
شبگرد,151,17301
شبگیر,12,20316
شترنگ,52,19500
شجاعت,5300,18909
شخصیت,74625,15338
شرارت,626,22833
شراره,230,22507
شرافت,1381,24368
شراکت,1415,24612
شرایط,117828,26059
شریان,2602,30620
شریعت,5586,20986
شریکی,308,17105
شستشو,1977,13349
شطرنج,6955,15656
شعایر,185,26751
شعبده,626,14722
شعشعه,3,7392
شفاعت,1634,19285
شفاهی,5844,24358
شقاوت,288,21880
شقایق,566,20289
شقیقه,91,14198
شکایت,17882,24928
شکراب,69,23898
شکرین,4,22367
شکستن,12744,16274
شکسته,15056,14953
شکفته,256,13580
شکنجه,16702,14199
شکوفه,989,13429
شکیبا,217,24214
شگفتا,146,19329
شگفتی,3292,16089
شلخته,85,14786
شلوار,3145,25624
شلوغی,1053,16356
شلیطه,24,16434
شماتت,468,21530
شمارش,10362,23739
شماره,55216,27680
شمایل,1939,26997
شمردن,1261,22746
شمرده,12433,21425
شمشاد,288,21040
شمشیر,10452,20499
شمیمه,12,17964
شناخت,26385,23197
شناسا,123,20260
شناعت,4,23012
شناور,8168,27944
شنگول,41,15815
شنیدن,11823,17889
شواهد,25982,23924
شوربا,44,26235
شورشی,8930,19442
شهادت,8816,24075
شهامت,893,25471
شهروا,2,26623
شهریه,1445,19267
شهوتی,116,21174
شیادی,225,22659
شیپور,1048,20340
شیردل,238,22045
شیرده,520,23044
شیرین,15285,20588
شیطان,6431,24845
شیطنت,327,19080
شیفته,2097,18593
صابری,687,27496
صاعقه,787,17416
صباحت,6,19659
صباوت,42,22611
صبحدم,54,14310
صبوحی,41,16268
صبوری,471,21580
صحابه,3291,19333
صحیفه,492,14075
صدارت,4210,25195
صداقت,2776,20126
صراحت,5996,22582
صراحی,37,25107
صرافت,146,22953
صرفاً,22181,18759
صعوبت,85,13972
صلابت,443,21437
صلابه,80,21111
صلحجو,16,10024
صلوات,879,22000
صمدیت,34,20652
صمیمی,4471,12608
صناعت,540,21597
صندوق,13527,15205
صنوبر,342,20050
صومعه,3538,15266
صیانت,1706,26996
صیرفی,79,15446
صیقلی,767,11784
ضابطه,588,18556
ضخامت,12481,21379
ضربان,3500,25652
ضرغام,92,22458
ضرورت,10605,15188
ضروری,22507,17713
ضلالت,217,17570
ضمانت,2983,25063
ضمایم,548,22326
ضمناً,4361,20869
ضمیمه,9196,16235
ضیافت,1104,22955
طارمی,219,29174
طاعات,90,16393
طاغوت,182,19564
طاقچه,525,16535
طامات,2,20173
طاهره,5740,21150
طایفه,17388,23001
طبابت,1744,18553
طباخی,70,22656
طبایع,247,22471
طبقات,13082,19960
طبیعت,33432,16706
طبیعی,102332,12439
طراحی,161870,25165
طراده,3,24927
طراری,7,24001
طرازی,6,25607
طراوت,715,25592
طرفیت,51,19771
طرفین,14914,20766
طرلان,48,25413
طریفه,14,19445
طریقت,4169,19643
طریقه,1901,19317
طغیان,5701,23235
طفیلی,15,11970
طلاقت,4,19349
طلایع,3,21860
طلایه,342,24408
طلایی,17211,20467
طلیعه,301,15769
طماعی,13,24091
طنازی,181,24393
طنبور,1,20108
طنطنه,5,9904
طوافی,31,23176
طوایف,10538,23176
طوعاً,8,16315
طوفان,6604,21646
طومار,1506,26498
طویله,295,18492
طهارت,1179,25417
طیاره,80,27942
طیران,19,29263
ظاهری,33367,27416
ظرافت,2330,22485
ظرفیت,37366,19245
ظلمات,204,22589
ظواهر,732,24740
عائله,46,18378
عارضه,4943,22171
عاریه,230,28634
عاطفه,955,17602
عافیت,77,24019
عاقبت,5159,20652
عایدی,763,21994
عبادت,6361,23022
عبارت,89757,25721
عتیقه,1082,17800
عجوزه,75,12215
عدالت,15568,22411
عداوت,390,23585
عدلیه,3073,18845
عدیده,500,15903
عذوبت,16,13597
عربده,126,19140
عرفان,10119,24698
عروسک,3008,16672
عروسی,7730,21685
عریان,1697,29955
عریضه,322,18931
عزایم,3,24996
عزیمت,5912,19231
عشیره,679,20660
عصابه,7,19562
عصاره,2107,22485
عصبیت,144,16648
عصفور,91,14163
عصیان,930,24122
عطاری,155,25394
عطارد,1527,22379
عطشان,22,19446
عطوفت,239,12012
عفریت,117,20463
عفونت,13302,16573
عفیفه,92,13661
عقوبت,223,14736
عقیده,29621,17310
علاقه,39678,19715
علامت,20089,23807
علامه,6598,23481
علاوه,133113,22424
علایق,2907,22566
علناً,2390,19702
علوفه,1208,13927
عمارت,14563,27341
عماره,183,27015
عماری,32,29866
عمامه,828,20539
عمداً,2159,20448
عمران,6021,28336
عملاً,20872,19613
عملگی,7,17737
عمومی,128339,17474
عنایت,2869,27746
عنفاً,14,18295
عنوان,1089516,20803
عوارض,19200,22346
عوالم,409,23656
عواید,1566,26110
عیادت,853,26261
عیاری,168,24693
عیاشی,587,20275
عیسوی,356,15209
عیناً,1672,23552
غائله,952,17433
غاشیه,13,23271
غالیه,18,24155
غایله,57,24155
غرامت,3941,26396
غربال,601,23451
غربتی,158,21536
غرقاب,105,21916
غرنده,6,19904
غریبه,1973,21210
غریزه,604,19263
غریزی,756,15322
غضبان,64,19624
غضنفر,205,14050
غفران,67,23753
غلامی,727,25387
غلغله,30,7331
غلمان,46,23857
غلیان,315,25476
غمبار,57,25682
غمزده,24,14945
غمکده,24,15118
غمگین,1613,19112
غمناک,257,22694
غنودن,1,13603
غنوده,4,17544
غنیمت,3600,21942
غواصی,1896,22031
غیابی,1110,20825
غیراز,121,25354
غیرتی,51,17983
فاتحه,471,20939
فاجعه,7105,18060
فاحشه,653,18730
فاخته,191,21353
فارسی,140422,27743
فاصله,77042,19093
فالیز,17,22907
فامیل,2693,26474
فانوس,1447,23853
فایده,2414,26077
فتراک,8,24089
فدایی,1921,22136
فراخی,83,26413
فراری,6146,24835
فراست,621,25218
فراغت,2520,22758
فراهم,90705,27157
فربهی,20,22297
فرتوت,152,16394
فرجاد,36,22979
فرجام,1781,24375
فردار,3,21820
فردوس,1549,18812
فرزند,97910,18656
فرسنگ,854,17618
فرشته,4844,18277
فرضاً,285,18445
فرضیه,11413,19073
فرمان,58921,28478
فرمند,39,22223
فرمول,16481,20242
فرنود,80,21166
فروتن,536,21656
فروزش,82,15791
فروکش,1966,15964
فرهنگ,95279,18651
فریاد,7865,28612
فریبا,428,28388
فریضه,483,19073
فریور,127,18919
فزونی,3214,19311
فسیله,8,18118
فشرده,13750,17787
فصاحت,1010,17641
فضاحت,108,17327
فضیحت,9,14087
فضیلت,3518,15865
فطانت,82,21797
فعلاً,3225,15975
فقاهت,417,21182
فقدان,8520,22013
فکاهی,561,24079
فلاحت,617,19940
فلاخن,68,21349
فلاکت,470,20555
فلانی,381,26563
فلسفه,40418,11326
فواید,3125,26252
فوراً,4878,22232
فوران,4812,27421
فولاد,19431,22402
فهرست,146310,19127
فیروز,3064,20525
فیلتر,9557,22012
قابله,196,21875
قاچاق,7138,11893
قاطبه,257,19634
قاعده,10605,20550
قافله,263,19857
قاموس,429,23636
قانون,191932,20817
قایمه,19,27345
قباحت,15,20423
قباله,181,21875
قبراق,20,21468
قبرکن,6,18477
قبلاً,28033,18007
قبیله,18449,18635
قدیمی,76211,17149
قرائت,7933,22252
قرابت,2062,25735
قرابه,45,25409
قراضه,324,22185
قراول,172,24973
قراین,770,29969
قربان,1541,26730
قرطاس,64,21524
قرقره,480,11824
قریحه,444,19780
قرینه,1764,23878
قساوت,535,22730
قشلاق,2351,16439
قشنگی,155,16956
قصابی,352,22427
قصداً,2,15932
قصیده,2836,16560
قضاوت,10412,20151
قضایا,1027,18560
قطعاً,5093,13606
قطیفه,4,14376
قلابی,399,24726
قلاده,663,22099
قلباً,226,18007
قلمرو,35907,20114
قلمزن,24,16390
قلندر,295,19864
قناعت,790,22361
قندیل,336,20180
قوادی,66,26124
قواعد,10704,20725
قوالی,76,25289
قویاً,1076,22420
قهراً,155,21929
قهقرا,163,21856
قیادت,142,26275
قیافه,761,23707
قیامت,2737,27671
قیقاج,1,19390
قیماق,20,23404
قیمتی,5317,17639
کابوس,900,22388
کابین,5389,27418
کاربر,30457,21840
کارتل,569,25496
کارتن,453,27816
کاردک,169,22064
کارکن,329,23549
کارگر,15225,19724
کاریز,707,26685
کاستی,966,25778
کاشتن,353,23398
کاشته,3443,22077
کاشکی,29,20661
کالبد,2353,22083
کالیو,11,25661
کامجو,2,22259
کانال,22407,20015
کانون,15850,21189
کاواک,519,15927
کاهلی,69,25486
کبریا,23,28632
کبکبه,9,9273
کبوتر,1767,20191
کبودی,598,20017
کبیره,371,22541
کتابت,4498,19631
کتمان,496,26513
کتیبه,14185,20332
کثافت,113,17809
کجاوه,188,21027
کجروی,13,20322
کدخدا,822,17166
کدورت,684,20415
کدیور,534,22940
کرامت,1829,27727
کرانه,5654,27490
کراهت,274,26495
کرایه,1454,29020
کرباس,458,24748
کردار,2713,22064
کرشمه,92,19427
کرهاً,17,22301
کریاس,20,27987
کسادی,190,25288
کسالت,1063,21928
کشتار,21393,24612
کشتگر,5,16017
کشکول,247,10895
کشمکش,5345,9010
کشنده,3617,16817
کشیدن,17954,19668
کشیده,47329,18347
کفاره,248,23763
کفاشی,199,22196
کفالت,1139,20555
کفایت,3545,24405
کفران,143,25084
کفگیر,94,18019
کلاسه,247,21602
کلافه,164,20229
کلاله,228,18694
کلانی,895,26807
کلفتی,391,17315
کلیات,2086,25812
کلیسا,19642,24453
کلیمی,257,16686
کم‌رو,32,19338
کم‌سن,127,16916
کم‌کم,9354,8746
کمانک,38,22246
کمانه,202,26187
کمانی,1319,29038
کمبود,25494,18398
کمرنگ,3374,20127
کمیاب,5408,27329
کمیته,39015,21952
کمینه,3664,22947
کناره,7939,27490
کنایه,2347,27806
کنایی,246,23865
کنترل,140954,20726
کندرو,206,21410
کنکاش,765,19131
کنکور,4756,17633
کنگره,35977,18895
کننده,34083,14759
کنیسه,1061,20682
کوپال,164,19767
کوتاه,71858,24135
کوچکی,29980,13141
کودتا,10112,23971
کودکی,30156,16464
کودنی,23,21726
کوران,466,27665
کوردل,38,19090
کوفتن,38,16959
کوفته,432,15638
کوکبه,13,13389
کولاک,250,18869
کوهان,181,25130
کهانت,82,25281
کهربا,577,25781
کهنگی,245,19211
کهولت,1922,17045
کیاست,254,25778
کیایی,430,18603
کیفیت,40373,14373
کیمیا,616,23776
کیوان,1602,27981
کیوسک,426,15595
کیهان,3848,27806
گاراژ,883,18051
گجسته,8,13712
گداخت,187,21091
گدازش,77,18910
گدایی,429,22038
گذران,2513,23475
گذشتن,3582,13292
گذشته,101755,11971
گرامر,2102,23118
گرامی,5120,29910
گرانی,2066,29999
گرایش,28767,26795
گرداب,576,25275
گردان,8485,26984
گردنه,1814,20893
گردون,322,21068
گرسنه,1393,20024
